BTOT,yr,RELI,wkt,WT1,WT2,WT3,WT4,WT5,WT6
233,2014,68132481,POINT(8.5152 47.378719),7,16,49,37,0,3
172,2014,68132503,POINT(8.5156 47.398504),0,0,0,0,0,0
19,2014,68092496,POINT(8.510175 47.392258),0,4,0,3,0,0
6,2014,68132523,POINT(8.515964 47.416491),0,0,1,2,0,0
177,2014,68082504,POINT(8.508996 47.399465),9,8,31,23,7,0
4,2014,68032465,POINT(8.501673 47.364452),0,0,0,0,2,0
3,2014,68122483,POINT(8.513913 47.38053),0,0,0,1,0,0
276,2014,68152475,POINT(8.517739 47.373298),38,34,100,21,2,1
172,2014,68162457,POINT(8.518735 47.357097),12,17,55,5,8,0
194,2014,68172469,POINT(8.520277 47.367877),47,63,39,14,0,1
158,2014,68182491,POINT(8.522003 47.38765),12,2,22,6,30,1
100,2014,68202470,POINT(8.524267 47.368739),7,14,5,6,1,0
333,2014,68202482,POINT(8.524487 47.379531),34,44,60,28,1,1
89,2014,68202514,POINT(8.525074 47.40831),4,9,21,9,6,0
55,2014,68152469,POINT(8.51763 47.367902),7,12,13,0,0,2
67,2014,68152499,POINT(8.518176 47.394882),3,18,16,4,1,0
148,2014,68212453,POINT(8.525279 47.353438),20,10,36,21,3,0
74,2014,68182502,POINT(8.522204 47.397543),0,9,27,6,0,1
207,2014,68162473,POINT(8.519027 47.371487),1,25,58,34,5,0
52,2014,68012482,POINT(8.49933 47.379765),1,0,1,11,8,3
57,2014,67992486,POINT(8.496753 47.383386),8,14,9,8,0,0
169,2014,68002486,POINT(8.498077 47.383374),7,35,26,10,8,0
109,2014,67962479,POINT(8.492656 47.377127),0,22,35,6,1,0
109,2014,67982469,POINT(8.495126 47.36811),0,14,32,8,0,0
60,2014,68022488,POINT(8.500761 47.385149),0,3,20,7,0,0
36,2014,67952499,POINT(8.491687 47.395126),16,0,8,0,0,0
8,2014,67972480,POINT(8.493998 47.378015),0,1,0,1,1,0
3,2014,67972446,POINT(8.493393 47.347437),0,0,1,0,0,0
128,2014,68232438,POINT(8.52765 47.339923),14,17,28,23,1,0
124,2014,68232498,POINT(8.528753 47.393883),5,6,59,12,0,0
101,2014,68242435,POINT(8.528918 47.337212),15,39,13,4,0,0
40,2014,68242514,POINT(8.530373 47.40826),1,1,4,8,3,4
130,2014,68242443,POINT(8.529065 47.344407),0,18,38,14,2,1
3,2014,68252456,POINT(8.530628 47.356086),0,0,0,1,0,0
139,2014,68262446,POINT(8.531767 47.34708),2,14,37,18,8,0
126,2014,68262486,POINT(8.532505 47.383054),0,4,27,11,1,1
107,2014,68272443,POINT(8.533035 47.344369),0,4,38,16,1,4
88,2014,68272509,POINT(8.534254 47.403726),3,20,29,8,3,0
30,2014,68272470,POINT(8.533534 47.368652),3,1,1,5,9,2
249,2014,68282494,POINT(8.535301 47.390223),2,3,68,49,9,2
3,2014,68282443,POINT(8.534358 47.344357),0,2,1,1,1,0
74,2014,68222442,POINT(8.526401 47.343532),3,4,22,4,1,11
177,2014,68222474,POINT(8.526988 47.372311),20,53,31,2,0,0
96,2014,68242448,POINT(8.529157 47.348904),0,0,9,24,9,3
121,2014,68252493,POINT(8.53131 47.389361),0,24,39,41,0,0
137,2014,68262512,POINT(8.532985 47.406436),0,1,70,4,0,0
132,2014,68262437,POINT(8.531601 47.338986),0,9,21,28,0,0
124,2014,68282461,POINT(8.534691 47.360545),0,12,28,19,4,2
100,2014,68242449,POINT(8.529176 47.349803),1,5,23,21,2,0
200,2014,68242488,POINT(8.529894 47.384877),1,23,57,19,0,0
50,2014,68252435,POINT(8.530241 47.3372),1,1,12,11,0,0
24,2014,68232435,POINT(8.527595 47.337225),0,10,5,1,0,0
24,2014,68262439,POINT(8.531638 47.340784),0,0,7,0,1,4
33,2014,68252504,POINT(8.531513 47.399254),4,12,0,4,2,0
84,2014,68262465,POINT(8.532118 47.364167),2,12,7,16,5,2
18,2014,68232463,POINT(8.52811 47.362406),0,0,3,2,2,2
32,2014,68262524,POINT(8.533207 47.417228),0,0,0,5,0,3
4,2014,68362512,POINT(8.546232 47.40631),0,0,0,3,0,0
95,2014,68362522,POINT(8.546419 47.415303),14,14,39,2,0,0
39,2014,68372494,POINT(8.54722 47.390109),0,1,2,3,1,9
23,2014,68382462,POINT(8.547945 47.361318),8,1,5,5,1,0
13,2014,68402524,POINT(8.551757 47.417051),0,0,0,4,0,0
168,2014,68402460,POINT(8.550555 47.359494),7,20,52,22,14,0
99,2014,68422506,POINT(8.554068 47.400838),0,8,40,9,0,2
65,2014,68432473,POINT(8.55477 47.371147),2,7,17,15,4,3
78,2014,68442480,POINT(8.556226 47.377429),4,9,24,10,5,2
90,2014,68392482,POINT(8.549644 47.379292),1,4,5,10,13,2
77,2014,68392514,POINT(8.550244 47.40807),2,11,19,2,1,0
69,2014,68422472,POINT(8.553428 47.37026),8,7,6,3,6,7
3,2014,68372480,POINT(8.546958 47.377519),3,2,1,0,3,0
91,2014,68392488,POINT(8.549756 47.384688),2,2,14,20,7,3
3,2014,68402457,POINT(8.550499 47.356796),0,0,0,0,1,1
36,2014,68482484,POINT(8.561598 47.380975),12,7,7,2,2,3
106,2014,68492513,POINT(8.563473 47.407043),0,20,19,5,10,2
12,2014,68502454,POINT(8.563677 47.35397),0,0,5,0,1,0
30,2014,68542441,POINT(8.568722 47.342226),1,1,11,5,2,1
57,2014,68572441,POINT(8.572692 47.342187),0,0,6,12,6,2
102,2014,68472462,POINT(8.559858 47.361203),1,25,29,10,8,0
83,2014,68512482,POINT(8.565532 47.379138),22,9,3,4,5,2
11,2014,68572459,POINT(8.573036 47.358376),0,0,2,0,4,0
27,2014,68532437,POINT(8.567323 47.338642),8,10,10,2,0,2
286,2014,68292522,POINT(8.537145 47.415392),12,49,37,73,8,0
13,2014,68282436,POINT(8.534229 47.338061),0,0,0,1,5,0
80,2014,68282522,POINT(8.53582 47.415404),3,16,8,26,3,0
48,2014,68342514,POINT(8.54362 47.408134),23,7,7,5,0,1
7,2014,68292477,POINT(8.536311 47.374922),0,0,2,3,0,0
4,2014,68352501,POINT(8.544702 47.39643),0,0,0,0,0,2
3,2014,68592506,POINT(8.576585 47.400618),0,0,0,1,0,0
35,2014,68612444,POINT(8.578042 47.344833),2,2,3,4,2,6
96,2014,68632458,POINT(8.580958 47.357398),1,3,1,3,19,6
20,2014,68642502,POINT(8.583131 47.396955),0,0,1,1,7,0
33,2014,68592461,POINT(8.575722 47.360148),0,2,1,2,2,7
35,2014,68632442,POINT(8.58065 47.343009),0,0,1,0,4,9
92,2014,68662506,POINT(8.585857 47.400526),12,15,20,10,1,1
18,2014,68572449,POINT(8.572845 47.349382),0,2,4,2,0,0
5,2014,68632477,POINT(8.581324 47.374485),1,1,1,0,0,0
65,2014,68582508,POINT(8.575299 47.40243),2,20,24,1,1,0
39,2014,68692446,POINT(8.588666 47.346527),0,2,5,10,3,0
112,2014,68752486,POINT(8.597387 47.382421),2,7,12,19,8,0
24,2014,68722487,POINT(8.593434 47.38336),0,0,0,2,3,6
71,2014,68742466,POINT(8.595672 47.364448),3,1,9,6,8,7
198,2014,68692510,POINT(8.589909 47.404084),7,12,24,41,5,0
19,2014,68722464,POINT(8.592986 47.362675),0,0,1,2,4,2
175,2014,67862490,POINT(8.479609 47.38714),0,7,33,24,3,2
62,2014,67872490,POINT(8.480934 47.387128),0,2,11,3,1,6
3,2014,67872473,POINT(8.480635 47.371839),0,0,0,0,0,1
408,2014,67892500,POINT(8.483758 47.396098),0,42,97,45,0,0
40,2014,67862480,POINT(8.479434 47.378147),7,4,8,6,5,0
84,2014,68042464,POINT(8.502979 47.36354),0,0,0,9,12,0
144,2014,68072521,POINT(8.507978 47.414766),0,11,36,14,8,0
106,2014,68082455,POINT(8.508111 47.355397),9,11,19,14,1,0
82,2014,68102456,POINT(8.510776 47.356272),0,8,18,8,0,4
124,2014,68112475,POINT(8.512444 47.373347),10,18,38,6,0,4
72,2014,68072459,POINT(8.50686 47.359007),0,19,14,8,0,1
99,2014,68112524,POINT(8.513332 47.417415),0,20,14,16,2,0
70,2014,68032507,POINT(8.502427 47.402224),7,8,12,9,5,3
87,2014,68072460,POINT(8.506878 47.359906),3,9,52,15,0,0
22,2014,68092462,POINT(8.509561 47.36168),11,4,0,4,1,0
25,2014,68112496,POINT(8.512824 47.392233),0,0,2,4,1,0
288,2014,68132479,POINT(8.515164 47.37692),3,34,94,11,0,1
146,2014,68072468,POINT(8.507022 47.367101),0,84,22,0,3,0
3,2014,68042518,POINT(8.503949 47.412104),0,0,0,0,1,0
77,2014,68152464,POINT(8.517539 47.363405),12,3,23,12,0,0
55,2014,68212442,POINT(8.525078 47.343545),0,0,0,0,0,17
153,2014,68172463,POINT(8.520168 47.362481),0,42,32,19,1,2
101,2014,68182497,POINT(8.522113 47.393046),4,15,30,13,2,0
208,2014,68182493,POINT(8.52204 47.389449),7,17,47,35,2,0
42,2014,68172493,POINT(8.520716 47.389461),2,1,3,14,1,0
3,2014,68182514,POINT(8.522424 47.408335),0,0,0,1,0,0
144,2014,67932492,POINT(8.488914 47.388855),0,17,47,9,0,0
146,2014,67992468,POINT(8.496432 47.367198),0,2,5,5,3,0
92,2014,67992510,POINT(8.497182 47.404971),3,5,19,25,10,0
259,2014,67912493,POINT(8.486284 47.389778),5,28,19,34,21,1
34,2014,68002480,POINT(8.49797 47.377978),1,1,3,4,2,0
53,2014,67922507,POINT(8.487856 47.402357),0,2,7,6,4,7
38,2014,67902471,POINT(8.484571 47.370005),35,3,0,0,0,0
68,2014,67972506,POINT(8.494461 47.401397),7,8,10,17,2,0
43,2014,67992473,POINT(8.496521 47.371695),40,2,0,0,0,0
123,2014,67912485,POINT(8.486142 47.382584),0,4,57,3,0,0
133,2014,67982472,POINT(8.495179 47.370808),0,28,0,28,2,0
111,2014,68002467,POINT(8.497738 47.366287),0,0,0,0,0,0
22,2014,67932485,POINT(8.48879 47.38256),0,16,16,0,0,0
15,2014,67922467,POINT(8.487148 47.366383),6,6,0,0,0,0
178,2014,68222477,POINT(8.527043 47.375009),34,23,17,20,9,1
173,2014,68232501,POINT(8.528809 47.396581),1,31,27,6,3,3
144,2014,68272483,POINT(8.533774 47.380343),6,24,36,31,2,1
202,2014,68262516,POINT(8.533059 47.410033),12,15,35,39,2,1
176,2014,68232499,POINT(8.528772 47.394782),12,30,47,21,2,0
73,2014,68232450,POINT(8.527871 47.350715),5,17,19,10,1,0
132,2014,68262500,POINT(8.532764 47.395644),15,6,24,21,0,0
61,2014,68272461,POINT(8.533367 47.360557),1,24,5,7,5,0
85,2014,68252438,POINT(8.530297 47.339898),8,2,8,18,3,5
47,2014,68282525,POINT(8.535875 47.418102),1,3,6,12,2,2
158,2014,68422455,POINT(8.553108 47.354972),15,64,28,10,1,0
138,2014,68442453,POINT(8.555717 47.353147),17,39,31,19,2,0
3,2014,68392526,POINT(8.550469 47.418862),0,0,2,0,0,0
69,2014,68402471,POINT(8.550761 47.369386),1,3,16,4,9,3
169,2014,68422511,POINT(8.554162 47.405334),0,25,58,13,1,2
248,2014,68352475,POINT(8.544217 47.373047),51,49,38,15,15,3
54,2014,68372481,POINT(8.546977 47.378418),2,2,12,10,5,0
29,2014,68402498,POINT(8.551268 47.393668),0,0,2,2,0,5
70,2014,68412467,POINT(8.55201 47.365776),3,12,4,12,1,5
80,2014,68372491,POINT(8.547164 47.387411),6,4,12,15,3,7
70,2014,68392494,POINT(8.549869 47.390084),1,2,10,3,5,7
9,2014,68372465,POINT(8.546678 47.364029),1,3,7,2,0,1
90,2014,68452512,POINT(8.558155 47.406195),0,2,6,20,5,3
52,2014,68452482,POINT(8.557588 47.379215),4,4,3,0,6,8
39,2014,68532445,POINT(8.567475 47.345837),1,3,0,6,1,9
19,2014,68562507,POINT(8.572631 47.401556),0,0,9,0,0,0
67,2014,68562508,POINT(8.57265 47.402456),2,7,20,4,0,0
72,2014,68522451,POINT(8.566266 47.351246),0,2,9,15,5,4
29,2014,68462482,POINT(8.558912 47.379202),0,0,3,6,1,4
179,2014,68512511,POINT(8.566084 47.405219),16,13,42,23,6,2
19,2014,68532475,POINT(8.568047 47.372817),1,16,3,5,1,0
119,2014,68532514,POINT(8.568791 47.407891),5,20,29,8,0,0
3,2014,68552479,POINT(8.570771 47.376388),0,0,0,0,0,2
67,2014,68462527,POINT(8.559763 47.419672),0,9,28,7,0,0
31,2014,68512470,POINT(8.565304 47.368346),3,3,5,2,2,5
34,2014,68502480,POINT(8.56417 47.377352),2,1,1,0,4,2
7,2014,68482483,POINT(8.561579 47.380076),0,0,4,1,0,1
4,2014,68552513,POINT(8.571421 47.406965),0,0,0,1,0,0
8,2014,68522469,POINT(8.566609 47.367434),4,0,0,1,0,2
22,2014,68462528,POINT(8.559782 47.420571),0,4,11,1,0,0
26,2014,68292440,POINT(8.535626 47.341646),2,1,8,2,2,2
121,2014,68292502,POINT(8.536774 47.397405),1,7,70,6,0,0
31,2014,68292489,POINT(8.536533 47.385714),0,2,2,8,0,1
88,2014,68302514,POINT(8.538321 47.408185),17,14,23,7,1,0
3,2014,68302469,POINT(8.537486 47.367714),1,0,2,1,0,0
2642,2014,68312471,POINT(8.538847 47.369501),1,3,1,0,0,0
202,2014,68312499,POINT(8.539367 47.394682),12,23,59,16,3,1
120,2014,68312495,POINT(8.539293 47.391085),11,7,23,23,6,3
101,2014,68312475,POINT(8.538921 47.373098),18,33,17,19,5,2
46,2014,68332485,POINT(8.541755 47.382066),10,5,10,5,0,2
115,2014,68342477,POINT(8.54293 47.374859),47,39,11,2,0,0
309,2014,68292492,POINT(8.536589 47.388412),3,36,92,33,6,0
54,2014,68322528,POINT(8.541231 47.42075),0,5,8,10,1,3
115,2014,68332515,POINT(8.542314 47.409046),20,20,21,20,0,0
15,2014,68292470,POINT(8.536181 47.368626),0,3,2,3,1,1
6,2014,68312438,POINT(8.538235 47.339822),0,0,0,0,0,1
3,2014,68292456,POINT(8.535922 47.356036),0,0,2,0,0,0
38,2014,68592488,POINT(8.57624 47.38443),0,0,1,6,6,4
133,2014,68592510,POINT(8.576662 47.404215),4,3,40,19,0,0
100,2014,68652506,POINT(8.584533 47.400539),21,6,23,11,0,0
188,2014,68662508,POINT(8.585896 47.402325),0,29,45,14,0,0
52,2014,68602446,POINT(8.576757 47.346645),1,6,9,0,6,9
24,2014,68602450,POINT(8.576834 47.350242),3,9,9,0,0,0
44,2014,68642450,POINT(8.582127 47.35019),0,0,10,10,0,0
18,2014,68582490,POINT(8.574954 47.386242),0,0,2,2,2,0
125,2014,68652510,POINT(8.58461 47.404137),14,18,36,4,0,0
194,2014,68672507,POINT(8.587201 47.401413),9,18,51,27,0,0
3,2014,68652454,POINT(8.583528 47.353774),0,0,0,0,0,1
156,2014,68672512,POINT(8.587298 47.405909),0,12,24,19,14,0
15,2014,68712485,POINT(8.592071 47.381575),0,0,1,1,2,2
46,2014,68742465,POINT(8.595653 47.363548),0,6,16,3,3,5
171,2014,68702505,POINT(8.591136 47.399574),3,25,28,33,3,1
26,2014,68712459,POINT(8.591565 47.358192),0,4,3,6,1,1
3,2014,68732454,POINT(8.594115 47.353669),0,0,0,1,0,0
3,2014,68742494,POINT(8.596219 47.389629),0,0,0,1,0,0
3,2014,68752463,POINT(8.596937 47.361736),0,0,0,0,1,0
91,2014,68692506,POINT(8.589831 47.400487),0,6,28,10,0,0
23,2014,68702511,POINT(8.591253 47.40497),0,0,4,3,0,2
4,2014,68732493,POINT(8.594875 47.388743),0,0,0,0,1,0
94,2014,67852488,POINT(8.47825 47.385353),0,2,24,14,6,0
69,2014,67872483,POINT(8.48081 47.380833),0,1,1,8,13,3
47,2014,67892495,POINT(8.48367 47.391601),0,10,14,1,3,1
166,2014,67892487,POINT(8.483529 47.384406),13,37,38,8,5,1
134,2014,67872479,POINT(8.48074 47.377235),3,15,20,15,7,0
66,2014,67902499,POINT(8.485065 47.395186),6,6,15,3,0,0
42,2014,67902482,POINT(8.484765 47.379898),0,6,0,8,6,0
104,2014,68062457,POINT(8.5055 47.35722),0,0,11,18,0,0
80,2014,68062458,POINT(8.505518 47.35812),0,0,0,20,2,0
63,2014,68072464,POINT(8.50695 47.363503),0,0,0,3,15,3
116,2014,68072461,POINT(8.506896 47.360805),6,12,29,15,0,0
160,2014,68082456,POINT(8.508129 47.356296),0,0,30,19,0,0
84,2014,68092458,POINT(8.509489 47.358083),0,8,34,0,0,0
104,2014,68092481,POINT(8.509904 47.378768),39,29,10,4,1,0
173,2014,68102457,POINT(8.510794 47.357171),0,1,9,41,0,0
301,2014,68112476,POINT(8.512462 47.374246),26,64,72,12,0,0
229,2014,68112470,POINT(8.512353 47.36885),14,20,62,34,3,1
308,2014,68122472,POINT(8.513713 47.370637),23,51,77,37,3,0
72,2014,68072473,POINT(8.507112 47.371598),0,10,24,9,0,0
43,2014,68082463,POINT(8.508255 47.362592),0,0,0,0,10,3
100,2014,68092499,POINT(8.51023 47.394956),2,6,19,10,3,6
154,2014,68122518,POINT(8.514548 47.412006),7,29,38,13,0,0
146,2014,68032501,POINT(8.502319 47.396828),5,23,39,17,4,2
71,2014,68132501,POINT(8.515564 47.396705),2,5,12,13,5,5
53,2014,68132497,POINT(8.515491 47.393108),1,14,7,6,8,0
29,2014,68062499,POINT(8.506256 47.394993),0,0,0,11,0,2
18,2014,68072495,POINT(8.507509 47.391383),0,0,0,6,2,0
3,2014,68122493,POINT(8.514094 47.389523),0,0,0,0,0,0
4,2014,68112503,POINT(8.512951 47.398529),0,0,0,0,0,1
91,2014,68142477,POINT(8.516452 47.375109),0,7,24,12,0,0
13,2014,68082520,POINT(8.509285 47.413854),0,0,8,1,0,0
3,2014,68142510,POINT(8.517052 47.404787),0,0,1,0,0,0
109,2014,68182459,POINT(8.521419 47.358871),2,10,43,11,1,0
404,2014,68182478,POINT(8.521766 47.375959),28,34,138,32,3,0
4,2014,68202444,POINT(8.523791 47.345356),0,0,0,0,0,1
215,2014,68212483,POINT(8.525829 47.380418),17,47,48,3,1,4
97,2014,68212438,POINT(8.525004 47.339948),4,8,39,9,2,0
131,2014,68172460,POINT(8.520113 47.359783),1,5,21,15,2,7
377,2014,68172479,POINT(8.52046 47.37687),10,44,99,50,1,0
34,2014,68142497,POINT(8.516815 47.393096),7,1,7,4,0,1
20,2014,68172517,POINT(8.521154 47.411045),0,1,1,3,4,1
186,2014,68182482,POINT(8.521839 47.379556),3,89,22,5,0,2
27,2014,68182494,POINT(8.522058 47.390348),3,5,6,0,0,0
11,2014,68172444,POINT(8.519821 47.345393),0,9,0,0,0,0
236,2014,67922489,POINT(8.487537 47.386169),9,79,65,5,0,0
188,2014,67922494,POINT(8.487626 47.390666),15,44,46,13,0,0
83,2014,67932468,POINT(8.488489 47.367271),14,13,17,8,2,2
80,2014,67962475,POINT(8.492585 47.37353),0,8,15,14,5,1
109,2014,67962504,POINT(8.493101 47.399611),4,16,17,9,5,0
3,2014,67972513,POINT(8.494586 47.407693),0,0,0,0,0,1
48,2014,67982475,POINT(8.495233 47.373506),0,6,12,9,0,0
117,2014,67932472,POINT(8.48856 47.370868),0,1,40,1,10,0
70,2014,67942507,POINT(8.490505 47.402333),2,12,16,12,2,1
90,2014,67992464,POINT(8.49636 47.363601),4,9,16,18,0,2
86,2014,68002473,POINT(8.497845 47.371683),8,11,12,15,4,0
46,2014,67962473,POINT(8.492549 47.371731),0,7,21,0,0,0
109,2014,68222520,POINT(8.527833 47.413681),0,0,6,33,0,0
89,2014,68232457,POINT(8.527999 47.35701),0,1,4,21,1,6
302,2014,68232485,POINT(8.528514 47.382192),30,55,64,26,3,0
259,2014,68242497,POINT(8.530059 47.392971),9,46,54,36,5,0
74,2014,68252454,POINT(8.530591 47.354287),7,14,9,9,8,0
68,2014,68252505,POINT(8.531531 47.400153),0,2,5,13,3,0
189,2014,68262523,POINT(8.533188 47.416329),0,16,11,22,17,1
78,2014,68272497,POINT(8.534033 47.392934),0,2,10,10,11,6
33,2014,68272469,POINT(8.533515 47.367752),1,4,11,11,6,5
71,2014,68222501,POINT(8.527484 47.396594),8,3,7,14,2,1
85,2014,68232447,POINT(8.527816 47.348017),7,6,5,18,4,1
55,2014,68242432,POINT(8.528863 47.334514),3,3,11,10,3,0
16,2014,68262490,POINT(8.532579 47.386651),1,0,4,2,0,1
73,2014,68242461,POINT(8.529397 47.360595),0,2,11,6,7,2
12,2014,68252488,POINT(8.531218 47.384865),0,10,1,0,0,0
71,2014,68222448,POINT(8.526511 47.348929),8,10,27,2,0,0
55,2014,68252463,POINT(8.530757 47.362381),0,6,14,7,2,2
20,2014,68242469,POINT(8.529544 47.36779),0,2,1,4,1,0
8,2014,68242463,POINT(8.529433 47.362394),0,1,0,1,0,1
45,2014,68262483,POINT(8.53245 47.380355),0,11,12,7,1,0
102,2014,68252481,POINT(8.531089 47.378569),0,12,36,16,0,0
7,2014,68252465,POINT(8.530794 47.36418),0,1,1,0,0,1
268,2014,68372514,POINT(8.547595 47.408096),38,82,65,9,0,0
68,2014,68382490,POINT(8.54847 47.386499),2,4,17,5,7,3
49,2014,68382524,POINT(8.549107 47.417076),18,8,5,7,3,1
102,2014,68452463,POINT(8.557229 47.362128),2,9,13,21,1,7
107,2014,68362490,POINT(8.545821 47.386525),0,2,18,17,2,0
38,2014,68382496,POINT(8.548582 47.391895),0,2,10,6,1,4
95,2014,68412484,POINT(8.552329 47.381065),2,1,17,6,12,8
6,2014,68422491,POINT(8.553785 47.387348),0,1,0,0,0,3
48,2014,68442487,POINT(8.556358 47.383725),0,1,3,9,3,9
114,2014,68362507,POINT(8.546139 47.401813),10,15,25,6,0,0
35,2014,68352510,POINT(8.54487 47.404524),0,3,6,5,2,1
134,2014,68352496,POINT(8.544609 47.391933),0,10,66,9,2,0
170,2014,68382513,POINT(8.548901 47.407184),46,58,9,1,0,0
7,2014,68422453,POINT(8.553071 47.353173),0,2,1,3,0,0
175,2014,68452464,POINT(8.557248 47.363027),7,37,30,31,5,1
171,2014,68482467,POINT(8.561276 47.365687),30,26,23,30,9,1
67,2014,68482515,POINT(8.562186 47.408855),0,7,17,7,2,0
107,2014,68492467,POINT(8.5626 47.365674),20,11,18,8,4,4
189,2014,68502464,POINT(8.563866 47.362963),1,13,74,24,1,0
139,2014,68522516,POINT(8.567504 47.409702),0,0,16,20,11,0
86,2014,68532450,POINT(8.567571 47.350333),0,0,0,24,10,2
85,2014,68532513,POINT(8.568771 47.406991),9,20,23,3,0,0
73,2014,68542463,POINT(8.569142 47.362012),0,1,19,3,7,2
72,2014,68482470,POINT(8.561333 47.368385),0,1,8,9,12,4
18,2014,68512483,POINT(8.565551 47.380037),0,1,0,1,1,6
40,2014,68512468,POINT(8.565266 47.366547),0,0,0,1,5,8
52,2014,68532443,POINT(8.567437 47.344038),5,0,9,8,5,4
48,2014,68472474,POINT(8.560085 47.371995),4,3,6,7,4,1
61,2014,68482474,POINT(8.561409 47.371982),3,1,4,13,4,5
46,2014,68542439,POINT(8.568684 47.340428),0,0,2,4,4,6
30,2014,68492515,POINT(8.563511 47.408842),0,0,13,1,0,0
11,2014,68492514,POINT(8.563492 47.407942),0,0,0,4,1,0
98,2014,68472516,POINT(8.56088 47.409767),3,11,28,8,4,0
77,2014,68462455,POINT(8.558402 47.35492),16,16,18,6,1,0
18,2014,68572464,POINT(8.573132 47.362872),1,12,1,0,0,4
29,2014,68522445,POINT(8.566152 47.34585),1,2,8,3,1,2
85,2014,68542515,POINT(8.570134 47.408777),5,8,23,19,0,0
3,2014,68562480,POINT(8.572114 47.377275),0,0,0,1,0,2
140,2014,68342473,POINT(8.542856 47.371261),10,40,26,12,6,7
251,2014,68292491,POINT(8.53657 47.387512),3,8,66,39,12,2
16,2014,68312513,POINT(8.539627 47.407273),0,0,4,1,2,3
43,2014,68342511,POINT(8.543564 47.405436),0,2,14,6,0,3
53,2014,68342483,POINT(8.543042 47.380255),0,11,13,9,2,5
21,2014,68342529,POINT(8.5439 47.421624),0,0,5,5,1,0
264,2014,68302520,POINT(8.538433 47.41358),5,86,25,40,1,0
152,2014,68312496,POINT(8.539311 47.391984),0,4,60,20,0,0
63,2014,68332504,POINT(8.542109 47.399153),8,20,18,0,3,0
14,2014,68282485,POINT(8.535135 47.382129),0,0,5,3,1,0
16,2014,68292517,POINT(8.537052 47.410895),2,5,5,1,0,1
49,2014,68612459,POINT(8.57833 47.358323),2,4,7,1,5,5
210,2014,68652509,POINT(8.584591 47.403237),0,0,77,5,0,0
22,2014,68602460,POINT(8.577026 47.359236),0,0,1,2,0,7
13,2014,68632510,POINT(8.581961 47.404163),0,0,0,5,0,0
79,2014,68582446,POINT(8.574111 47.346671),3,2,4,9,20,2
3,2014,68592478,POINT(8.576048 47.375437),0,0,0,1,0,0
183,2014,68622512,POINT(8.580675 47.405975),1,14,38,19,7,2
183,2014,68652508,POINT(8.584571 47.402338),0,24,55,21,0,0
82,2014,68702503,POINT(8.591097 47.397776),0,1,22,12,0,0
50,2014,68712499,POINT(8.592344 47.394165),0,1,1,7,3,5
31,2014,68722488,POINT(8.593454 47.384259),1,1,0,1,5,6
55,2014,68702458,POINT(8.590222 47.357306),4,4,12,8,4,0
13,2014,68702510,POINT(8.591233 47.404071),2,4,1,0,2,0
143,2014,67852489,POINT(8.478267 47.386253),7,19,26,24,5,1
95,2014,67852490,POINT(8.478285 47.387152),7,8,38,4,1,0
161,2014,67882494,POINT(8.482328 47.390714),0,3,76,13,0,0
87,2014,67882480,POINT(8.482082 47.378123),4,2,23,5,4,3
177,2014,67892482,POINT(8.483441 47.37991),0,10,36,4,3,0
99,2014,67872491,POINT(8.480951 47.388028),16,32,14,6,0,0
127,2014,67882478,POINT(8.482046 47.376324),1,13,46,13,0,0
103,2014,67902488,POINT(8.484871 47.385294),35,6,26,1,1,0
3,2014,67872499,POINT(8.481092 47.395222),0,0,0,0,0,0
122,2014,68042470,POINT(8.503086 47.368936),7,20,27,14,0,0
65,2014,68082453,POINT(8.508075 47.353598),1,2,3,18,4,0
152,2014,68102482,POINT(8.511246 47.379655),2,25,47,7,0,0
207,2014,68102481,POINT(8.511228 47.378755),4,6,104,6,0,0
245,2014,68112485,POINT(8.512625 47.382341),18,26,68,12,0,0
83,2014,68042461,POINT(8.502925 47.360842),4,4,19,14,5,0
204,2014,68092473,POINT(8.50976 47.371573),2,32,47,36,2,0
196,2014,68022486,POINT(8.500726 47.38335),3,25,41,40,1,0
71,2014,68042507,POINT(8.503751 47.402212),2,3,6,15,4,1
98,2014,68092466,POINT(8.509633 47.365278),3,12,27,10,6,0
225,2014,68092482,POINT(8.509922 47.379667),0,8,16,54,0,0
244,2014,68102473,POINT(8.511083 47.371561),21,76,67,12,1,0
175,2014,68032470,POINT(8.501763 47.368948),3,55,50,1,2,0
199,2014,68042480,POINT(8.503266 47.37793),2,32,68,12,0,0
56,2014,68062482,POINT(8.50595 47.379704),71,0,0,1,0,0
91,2014,68072483,POINT(8.507292 47.380591),19,17,21,14,1,0
162,2014,68142484,POINT(8.516579 47.381404),9,15,57,1,0,0
76,2014,68142502,POINT(8.516906 47.397592),7,6,14,9,2,3
281,2014,68152478,POINT(8.517794 47.375996),0,31,81,18,0,0
227,2014,68162478,POINT(8.519118 47.375983),6,57,90,4,0,0
140,2014,68162466,POINT(8.518899 47.365191),3,28,54,7,0,0
139,2014,68182469,POINT(8.521601 47.367865),30,33,24,15,1,0
8,2014,68202453,POINT(8.523956 47.35345),0,1,3,0,0,0
202,2014,68152472,POINT(8.517685 47.3706),6,36,52,20,4,1
25,2014,68182463,POINT(8.521492 47.362468),0,0,9,5,1,0
154,2014,68182462,POINT(8.521473 47.361569),142,67,19,18,1,0
