BTOT,yr,RELI,wkt,WT1,WT2,WT3,WT4,WT5,WT6
28,2014,68382465,POINT(8.548002 47.364016),1,1,2,1,10,0
28,2014,68542473,POINT(8.569333 47.371005),0,1,0,0,2,6
28,2014,68432523,POINT(8.555713 47.416113),1,1,12,2,0,0
138,2014,68352525,POINT(8.54515 47.418014),36,7,8,19,4,6
96,2014,68232453,POINT(8.527926 47.353413),0,12,22,14,0,1
75,2014,68602447,POINT(8.576776 47.347544),10,6,13,5,7,6
188,2014,68202497,POINT(8.524762 47.393021),9,35,57,9,4,0
209,2014,68222457,POINT(8.526676 47.357023),3,20,47,30,8,1
11,2014,68262469,POINT(8.532191 47.367765),0,2,2,1,1,3
33,2014,68512448,POINT(8.564886 47.348561),0,5,11,9,4,1
22,2014,68202438,POINT(8.523681 47.33996),0,6,0,1,5,1
106,2014,68222439,POINT(8.526346 47.340834),1,7,11,13,11,3
148,2014,68232433,POINT(8.527559 47.335426),2,37,30,15,3,0
88,2014,68062469,POINT(8.505716 47.368012),9,65,6,0,0,0
3,2014,68172518,POINT(8.521172 47.411944),0,0,0,0,0,1
156,2014,68372509,POINT(8.547501 47.403599),30,29,26,15,0,0
250,2014,68102467,POINT(8.510975 47.366165),8,16,55,42,0,0
170,2014,67932488,POINT(8.488844 47.385258),0,20,46,12,0,0
4,2014,68372472,POINT(8.546809 47.370324),1,0,1,1,0,1
49,2014,68202433,POINT(8.52359 47.335463),8,7,4,4,4,0
151,2014,68162499,POINT(8.519501 47.394869),22,14,20,20,5,2
85,2014,68092464,POINT(8.509597 47.363479),0,0,0,0,3,0
3,2014,68402527,POINT(8.551813 47.419749),0,0,0,1,0,0
5,2014,68112461,POINT(8.51219 47.360756),0,0,0,1,0,0
140,2014,68622509,POINT(8.580617 47.403277),0,15,42,17,0,0
11,2014,68772486,POINT(8.600035 47.382394),0,0,0,0,0,3
105,2014,68022508,POINT(8.50112 47.403135),8,17,10,23,8,1
110,2014,68262493,POINT(8.532634 47.389349),3,21,16,15,2,1
26,2014,68662456,POINT(8.58489 47.35556),0,0,2,4,0,5
98,2014,68162465,POINT(8.518881 47.364292),16,10,34,3,0,0
125,2014,68362492,POINT(8.545858 47.388323),0,1,10,28,4,4
22,2014,68612451,POINT(8.578176 47.351129),0,1,5,0,0,2
112,2014,68452452,POINT(8.557022 47.352235),4,46,29,5,2,3
35,2014,68392472,POINT(8.549456 47.370299),9,8,7,6,3,0
231,2014,68022474,POINT(8.500511 47.372558),4,30,43,47,0,0
113,2014,68122458,POINT(8.513459 47.358046),0,21,39,15,11,0
13,2014,68202469,POINT(8.524249 47.36784),0,0,9,0,0,0
3,2014,68292479,POINT(8.536348 47.37672),2,1,1,0,0,0
23,2014,68592459,POINT(8.575683 47.35835),1,1,1,2,4,0
207,2014,68152474,POINT(8.517721 47.372398),21,59,49,23,2,0
77,2014,68612453,POINT(8.578215 47.352927),1,3,27,11,6,2
157,2014,67882501,POINT(8.482452 47.397009),11,41,21,14,0,0
259,2014,67972489,POINT(8.494158 47.386109),0,32,30,60,8,0
142,2014,68242481,POINT(8.529765 47.378582),12,75,19,0,0,0
80,2014,68302497,POINT(8.538006 47.392896),3,2,38,14,1,0
17,2014,68422505,POINT(8.554049 47.399938),0,1,2,3,2,1
75,2014,68112523,POINT(8.513314 47.416515),1,15,25,6,2,0
8,2014,68692465,POINT(8.589035 47.363614),0,0,1,0,1,2
3,2014,68132463,POINT(8.514873 47.36253),0,0,1,1,0,0
107,2014,68052469,POINT(8.504392 47.368025),10,26,14,12,2,1
34,2014,68242445,POINT(8.529102 47.346206),0,1,12,0,1,3
34,2014,68482472,POINT(8.561371 47.370183),0,6,0,6,5,1
185,2014,68212474,POINT(8.525664 47.372324),19,24,49,25,5,0
80,2014,68232500,POINT(8.52879 47.395682),1,1,9,16,5,5
96,2014,68502516,POINT(8.564854 47.409728),4,0,11,21,2,0
122,2014,68672461,POINT(8.58631 47.360043),34,16,18,16,6,0
82,2014,68512518,POINT(8.566217 47.411514),0,0,17,26,0,0
174,2014,68442472,POINT(8.556075 47.370235),14,8,31,38,3,6
58,2014,68332522,POINT(8.542445 47.415341),0,0,1,16,5,0
22,2014,68542444,POINT(8.56878 47.344924),0,2,1,2,0,4
120,2014,68082521,POINT(8.509303 47.414753),0,6,50,19,0,0
45,2014,68322505,POINT(8.540803 47.400065),0,1,21,7,0,0
17,2014,68202523,POINT(8.525239 47.416404),0,0,2,4,1,2
43,2014,68222437,POINT(8.526309 47.339036),1,4,9,7,0,1
124,2014,68412514,POINT(8.552894 47.408045),4,7,5,24,8,4
113,2014,68352505,POINT(8.544777 47.400027),0,1,34,15,4,0
54,2014,68562511,POINT(8.572707 47.405154),9,9,14,1,2,1
3,2014,68772482,POINT(8.599957 47.378797),0,0,0,0,0,1
92,2014,68432459,POINT(8.554507 47.358556),15,7,28,8,0,0
108,2014,68202436,POINT(8.523645 47.338161),8,13,26,14,0,0
206,2014,68012487,POINT(8.499419 47.384262),2,30,62,12,0,0
20,2014,68662446,POINT(8.584696 47.346567),5,2,0,2,0,0
39,2014,68162490,POINT(8.519337 47.386775),6,0,17,8,0,0
115,2014,68572454,POINT(8.57294 47.353879),43,22,2,4,10,0
21,2014,68502476,POINT(8.564094 47.373755),0,0,1,2,5,2
64,2014,68252487,POINT(8.531199 47.383965),7,32,21,7,7,0
58,2014,68232515,POINT(8.529066 47.409172),0,4,2,2,12,3
50,2014,68512472,POINT(8.565342 47.370145),0,0,3,3,3,7
3,2014,67882497,POINT(8.482381 47.393412),0,0,1,1,0,0
133,2014,68422485,POINT(8.553672 47.381952),1,0,27,25,5,0
132,2014,68222450,POINT(8.526548 47.350727),36,12,22,25,5,0
171,2014,67872489,POINT(8.480916 47.386229),13,26,20,32,3,3
18,2014,68292438,POINT(8.535589 47.339847),0,1,0,1,0,4
13,2014,68272436,POINT(8.532906 47.338074),0,3,0,3,0,0
96,2014,68042475,POINT(8.503176 47.373433),22,0,33,9,0,0
121,2014,68112522,POINT(8.513296 47.415616),6,48,18,4,4,3
48,2014,68182470,POINT(8.521619 47.368764),0,1,8,4,1,0
33,2014,68382529,POINT(8.549201 47.421573),0,26,2,0,0,0
75,2014,67912506,POINT(8.486513 47.40147),0,7,13,12,2,0
53,2014,68222492,POINT(8.527319 47.3885),0,5,8,2,0,0
12,2014,68822478,POINT(8.606498 47.375133),0,1,0,2,1,3
86,2014,67982487,POINT(8.495447 47.384298),2,35,14,4,0,0
5,2014,68442483,POINT(8.556283 47.380127),0,6,1,0,0,3
365,2014,68212482,POINT(8.525811 47.379519),105,104,60,8,4,0
14,2014,68322511,POINT(8.540915 47.405461),0,2,2,4,1,0
129,2014,68242512,POINT(8.530336 47.406461),2,1,18,23,3,0
44,2014,68532479,POINT(8.568123 47.376414),1,1,15,3,1,0
38,2014,68272517,POINT(8.534402 47.41092),4,10,7,1,2,1
199,2014,68352489,POINT(8.544478 47.385638),57,13,17,32,11,5
81,2014,68562461,POINT(8.571751 47.360187),4,2,8,3,2,16
221,2014,68222480,POINT(8.527098 47.377708),12,24,62,15,2,2
155,2014,68382506,POINT(8.548769 47.400889),0,10,40,22,3,0
10,2014,68342470,POINT(8.5428 47.368563),0,4,4,1,0,2
3,2014,68252480,POINT(8.53107 47.37767),0,0,2,2,0,0
37,2014,67992504,POINT(8.497075 47.399575),4,3,6,2,4,0
13,2014,68222502,POINT(8.527502 47.397493),0,2,2,5,1,0
3,2014,68552447,POINT(8.57016 47.347609),0,0,1,0,0,0
123,2014,68362481,POINT(8.545653 47.378431),5,35,8,29,0,1
37,2014,68602448,POINT(8.576795 47.348444),16,1,7,7,0,2
56,2014,67982503,POINT(8.495732 47.398687),32,19,4,8,0,0
276,2014,68142479,POINT(8.516488 47.376907),0,23,75,50,0,0
197,2014,68272511,POINT(8.534291 47.405524),21,22,27,27,3,0
311,2014,68082472,POINT(8.508418 47.370686),0,34,34,48,7,0
134,2014,68462463,POINT(8.558553 47.362115),1,1,8,9,1,0
34,2014,68402494,POINT(8.551193 47.390071),1,3,4,1,6,2
193,2014,68452457,POINT(8.557116 47.356732),56,21,11,23,7,1
198,2014,68312500,POINT(8.539386 47.395581),8,37,29,26,2,5
19,2014,68142456,POINT(8.51607 47.356223),4,3,7,0,0,0
160,2014,68282492,POINT(8.535264 47.388424),1,10,83,6,1,0
62,2014,68492450,POINT(8.562277 47.350385),0,8,12,11,2,4
35,2014,68642455,POINT(8.582224 47.354687),0,0,2,4,3,1
90,2014,67882484,POINT(8.482152 47.38172),15,9,30,8,1,1
3,2014,67882502,POINT(8.482469 47.397908),0,0,0,1,0,0
115,2014,68312503,POINT(8.539442 47.398279),6,38,21,1,1,6
4,2014,68182480,POINT(8.521802 47.377757),0,0,0,1,0,0
136,2014,68162471,POINT(8.51899 47.369688),20,16,46,12,0,0
61,2014,68282466,POINT(8.534783 47.365042),4,10,17,3,1,3
170,2014,68292527,POINT(8.537238 47.419888),5,14,39,28,2,0
3,2014,68102475,POINT(8.51112 47.373359),0,0,0,1,0,0
191,2014,68082484,POINT(8.508634 47.381478),45,36,24,0,0,0
97,2014,68592454,POINT(8.575587 47.353853),1,7,37,17,1,0
105,2014,68022475,POINT(8.500528 47.373457),9,44,17,7,0,0
96,2014,68142459,POINT(8.516124 47.358921),0,4,35,12,2,2
22,2014,67972501,POINT(8.494372 47.396901),0,1,1,1,7,1
129,2014,68512516,POINT(8.566179 47.409715),0,0,10,28,1,0
161,2014,68232521,POINT(8.529177 47.414568),11,4,21,37,0,0
126,2014,68352484,POINT(8.544385 47.381141),25,20,35,14,1,0
156,2014,68702506,POINT(8.591155 47.400474),1,22,60,13,0,0
45,2014,68782484,POINT(8.60132 47.380582),1,0,0,3,2,8
188,2014,68002485,POINT(8.498059 47.382475),12,22,38,19,12,2
10,2014,68252491,POINT(8.531273 47.387563),0,0,5,3,0,0
132,2014,68162520,POINT(8.519884 47.413755),19,11,33,10,3,1
68,2014,68492455,POINT(8.562372 47.354882),9,6,12,8,3,2
131,2014,68522462,POINT(8.566476 47.361138),5,34,25,20,2,2
14,2014,68602457,POINT(8.576968 47.356538),0,0,3,1,1,5
78,2014,68102500,POINT(8.511572 47.395843),2,15,14,11,4,1
29,2014,68532473,POINT(8.568009 47.371018),1,1,1,1,0,8
29,2014,68262487,POINT(8.532523 47.383953),0,2,10,4,0,1
128,2014,68532462,POINT(8.567799 47.361125),32,21,15,19,0,7
157,2014,67962472,POINT(8.492532 47.370832),3,19,22,31,0,0
80,2014,68082502,POINT(8.508959 47.397666),0,4,7,11,10,5
64,2014,67932475,POINT(8.488613 47.373566),2,4,20,5,0,1
170,2014,68602510,POINT(8.577987 47.404202),3,3,55,19,0,0
10,2014,68252474,POINT(8.53096 47.372274),0,0,0,4,0,0
70,2014,68752459,POINT(8.596859 47.358139),4,9,18,9,2,2
35,2014,68652450,POINT(8.58345 47.350177),4,0,3,2,2,4
106,2014,68372527,POINT(8.547838 47.419787),17,23,26,11,1,0
57,2014,68252441,POINT(8.530352 47.342596),0,9,8,8,0,1
130,2014,68482468,POINT(8.561295 47.366586),20,16,15,18,4,4
189,2014,68362510,POINT(8.546195 47.404511),29,44,40,3,10,0
174,2014,68002487,POINT(8.498095 47.384274),1,13,25,8,19,3
69,2014,68512462,POINT(8.565152 47.361151),1,5,14,14,1,6
41,2014,68222476,POINT(8.527025 47.37411),6,10,15,0,0,0
86,2014,67992465,POINT(8.496378 47.3645),7,0,13,0,12,0
117,2014,68402485,POINT(8.551024 47.381977),2,5,7,24,11,4
60,2014,68522482,POINT(8.566856 47.379125),6,4,5,2,4,8
243,2014,68022473,POINT(8.500493 47.371659),4,18,73,26,32,2
40,2014,68552439,POINT(8.570007 47.340415),0,1,0,3,3,9
42,2014,68732466,POINT(8.594349 47.364461),1,2,2,9,5,5
83,2014,68532523,POINT(8.568962 47.415984),0,0,14,12,0,0
3,2014,68722458,POINT(8.592869 47.357279),0,0,0,0,1,0
213,2014,68232473,POINT(8.528294 47.3714),32,7,17,29,2,0
180,2014,68362484,POINT(8.545709 47.381129),18,30,44,13,6,2
76,2014,68022479,POINT(8.5006 47.377055),0,13,20,4,0,0
82,2014,68172474,POINT(8.520369 47.372374),6,14,27,10,0,0
93,2014,68422490,POINT(8.553766 47.386448),0,0,2,6,6,3
61,2014,68582440,POINT(8.573996 47.341275),2,1,10,10,4,1
88,2014,68112468,POINT(8.512317 47.367052),2,7,30,5,5,0
20,2014,68422479,POINT(8.553559 47.376556),0,0,1,3,0,4
119,2014,68172499,POINT(8.520825 47.394857),18,12,36,11,5,1
3,2014,68622518,POINT(8.58079 47.411371),0,0,0,0,1,0
80,2014,68382491,POINT(8.548488 47.387399),4,3,13,9,4,8
141,2014,67912472,POINT(8.485912 47.370892),4,12,30,25,0,1
67,2014,68182516,POINT(8.522461 47.410133),3,14,27,3,0,1
36,2014,68472486,POINT(8.560312 47.382787),0,4,5,8,0,2
200,2014,68452453,POINT(8.557041 47.353134),0,35,65,22,3,3
251,2014,68182464,POINT(8.52151 47.363368),5,40,55,24,1,0
93,2014,68352522,POINT(8.545094 47.415316),65,18,13,8,0,0
165,2014,68392528,POINT(8.550507 47.420661),33,55,32,1,0,0
195,2014,68532460,POINT(8.567761 47.359327),5,16,63,32,0,0
105,2014,68322510,POINT(8.540896 47.404562),10,11,12,13,2,3
118,2014,68582451,POINT(8.574206 47.351168),14,0,0,0,0,0
66,2014,68292507,POINT(8.536867 47.401902),3,18,17,6,1,0
37,2014,68582449,POINT(8.574168 47.349369),16,0,4,2,1,4
3,2014,68262457,POINT(8.53197 47.356973),0,0,0,0,0,1
100,2014,68292504,POINT(8.536811 47.399204),66,4,16,4,8,4
47,2014,68392466,POINT(8.549344 47.364903),0,10,9,2,2,3
290,2014,68172464,POINT(8.520186 47.36338),106,39,61,10,0,1
40,2014,68612443,POINT(8.578023 47.343934),1,1,4,6,2,8
93,2014,67922478,POINT(8.487342 47.376276),20,20,25,10,0,0
179,2014,68262495,POINT(8.532671 47.391148),4,20,63,19,2,0
18,2014,67962481,POINT(8.492692 47.378926),0,4,3,5,0,1
22,2014,68052460,POINT(8.50423 47.359931),0,0,1,3,2,2
113,2014,68522512,POINT(8.567428 47.406105),0,10,39,14,0,1
112,2014,67842490,POINT(8.476961 47.387164),0,5,37,13,5,1
67,2014,68452473,POINT(8.557418 47.371121),0,7,12,16,1,3
40,2014,68662445,POINT(8.584677 47.345667),0,2,4,7,2,2
160,2014,68032471,POINT(8.501781 47.369848),25,69,33,7,0,0
19,2014,68662447,POINT(8.584716 47.347466),13,6,3,5,1,3
44,2014,68742454,POINT(8.595438 47.353656),0,0,3,2,7,9
45,2014,68342499,POINT(8.54334 47.394644),0,3,12,4,1,1
30,2014,68562475,POINT(8.572019 47.372778),0,0,0,0,0,0
269,2014,68192482,POINT(8.523163 47.379544),3,49,99,12,0,0
101,2014,68242495,POINT(8.530023 47.391173),0,6,41,8,1,0
174,2014,68052473,POINT(8.504464 47.371622),0,0,11,39,2,0
29,2014,68122485,POINT(8.513949 47.382328),0,5,7,4,0,0
106,2014,67942469,POINT(8.489831 47.368158),0,0,36,0,14,0
82,2014,68462472,POINT(8.558723 47.370209),9,19,16,14,2,1
9,2014,68502483,POINT(8.564227 47.38005),1,2,0,0,0,3
110,2014,68162498,POINT(8.519482 47.39397),3,8,27,16,2,0
3,2014,67982462,POINT(8.495001 47.361814),0,0,0,1,0,0
19,2014,68282468,POINT(8.53482 47.36684),0,3,7,4,2,1
114,2014,68622511,POINT(8.580655 47.405075),0,11,32,17,0,0
62,2014,68412526,POINT(8.553119 47.418837),1,0,16,6,2,3
58,2014,67852484,POINT(8.47818 47.381756),3,0,18,7,1,1
76,2014,67862483,POINT(8.479486 47.380845),3,4,7,15,5,2
3,2014,68132495,POINT(8.515455 47.391309),0,0,1,0,1,0
104,2014,68012503,POINT(8.499706 47.398651),0,7,10,23,0,1
151,2014,68012488,POINT(8.499437 47.385161),46,31,16,5,0,0
112,2014,67982482,POINT(8.495358 47.379801),4,36,25,3,2,0
105,2014,68372506,POINT(8.547445 47.400901),0,7,14,3,0,0
106,2014,68332495,POINT(8.541942 47.391059),1,2,8,8,10,11
6,2014,68322469,POINT(8.540134 47.367689),0,1,1,3,1,0
29,2014,68432507,POINT(8.555411 47.401724),1,8,12,1,0,0
170,2014,67922493,POINT(8.487608 47.389766),12,28,43,24,1,0
271,2014,68082482,POINT(8.508598 47.379679),37,44,12,28,12,0
14,2014,68102460,POINT(8.510848 47.359869),0,0,1,7,1,0
159,2014,68282499,POINT(8.535394 47.39472),0,0,25,34,0,0
93,2014,68112456,POINT(8.512099 47.35626),24,40,7,3,0,0
29,2014,68092520,POINT(8.51061 47.413842),0,0,15,5,0,0
107,2014,68462469,POINT(8.558666 47.367511),8,0,6,5,0,3
17,2014,68542516,POINT(8.570154 47.409676),0,1,3,4,0,0
8,2014,68382517,POINT(8.548976 47.410781),0,1,4,0,0,0
5,2014,68162488,POINT(8.5193 47.384977),0,0,0,1,0,0
47,2014,68062503,POINT(8.506328 47.39859),2,2,5,8,3,3
270,2014,68222495,POINT(8.527374 47.391198),27,30,61,28,11,1
31,2014,68732484,POINT(8.5947 47.380649),1,0,1,3,8,4
42,2014,68312432,POINT(8.538124 47.334426),0,4,7,6,7,1
193,2014,68522461,POINT(8.566457 47.360239),33,18,30,23,10,1
3,2014,68032488,POINT(8.502086 47.385137),0,0,0,0,0,0
116,2014,68352529,POINT(8.545225 47.421611),2,16,17,12,8,1
4,2014,67992489,POINT(8.496807 47.386084),1,4,16,8,3,0
107,2014,68142464,POINT(8.516215 47.363417),3,4,27,7,5,3
32,2014,68262502,POINT(8.5328 47.397443),2,8,14,0,0,0
186,2014,68262504,POINT(8.532837 47.399242),0,0,0,6,30,0
71,2014,68372464,POINT(8.546659 47.363129),0,11,33,7,3,3
44,2014,68602443,POINT(8.5767 47.343947),1,2,1,6,5,4
79,2014,68332513,POINT(8.542277 47.407247),0,2,2,21,10,2
110,2014,68522447,POINT(8.56619 47.347648),0,2,14,10,1,3
92,2014,67962477,POINT(8.492621 47.375329),0,12,13,21,0,1
5,2014,67972490,POINT(8.494176 47.387008),0,0,4,0,0,0
24,2014,68532471,POINT(8.567971 47.369219),0,0,2,1,0,5
69,2014,68032469,POINT(8.501745 47.368049),11,9,10,7,0,1
80,2014,68182488,POINT(8.521948 47.384952),0,0,12,24,0,0
161,2014,68452527,POINT(8.558438 47.419685),0,46,52,25,0,1
208,2014,68182475,POINT(8.521711 47.373261),20,32,57,23,0,1
37,2014,68222523,POINT(8.527889 47.416379),0,0,12,7,1,0
30,2014,68172520,POINT(8.521209 47.413743),0,8,4,4,0,0
76,2014,68212517,POINT(8.526453 47.410995),19,19,15,10,2,0
96,2014,68012504,POINT(8.499724 47.39955),2,3,14,14,5,6
89,2014,68422486,POINT(8.553691 47.382851),7,4,25,18,4,2
21,2014,68522480,POINT(8.566818 47.377326),0,0,1,2,0,7
179,2014,68372485,POINT(8.547052 47.382015),73,12,35,10,3,2
3,2014,68752495,POINT(8.597563 47.390515),0,0,0,1,0,0
44,2014,68552510,POINT(8.571364 47.404267),0,1,24,1,0,0
337,2014,68122466,POINT(8.513604 47.365241),3,10,43,34,41,6
107,2014,68022501,POINT(8.500994 47.39684),15,18,22,11,1,0
65,2014,68542514,POINT(8.570115 47.407878),2,16,16,1,0,0
186,2014,68082494,POINT(8.508815 47.390471),24,24,40,26,0,0
290,2014,68122475,POINT(8.513767 47.373335),9,47,91,36,0,0
23,2014,68642448,POINT(8.582089 47.348391),0,0,0,1,2,3
3,2014,68622450,POINT(8.579481 47.350216),0,0,0,0,1,0
57,2014,68462479,POINT(8.558855 47.376504),4,17,9,8,3,0
98,2014,67842485,POINT(8.476873 47.382667),0,12,37,3,0,0
122,2014,68252496,POINT(8.531365 47.392059),1,11,47,11,0,1
35,2014,68772485,POINT(8.600016 47.381495),1,0,2,1,0,7
4,2014,68462461,POINT(8.558515 47.360316),0,0,0,0,0,1
139,2014,68192498,POINT(8.523456 47.393933),11,27,41,12,0,1
81,2014,68222434,POINT(8.526254 47.336338),0,2,40,6,2,0
6,2014,68312512,POINT(8.539609 47.406373),0,0,2,0,2,0
11,2014,68532483,POINT(8.568199 47.380011),0,1,0,1,0,5
9,2014,68542517,POINT(8.570173 47.410576),0,0,0,1,0,0
7,2014,68542469,POINT(8.569256 47.367408),0,0,0,0,0,3
153,2014,68102470,POINT(8.511029 47.368863),12,26,55,18,0,0
66,2014,68562443,POINT(8.571407 47.343999),0,1,16,12,4,3
14,2014,68592462,POINT(8.575741 47.361048),0,0,0,2,1,2
14,2014,68302438,POINT(8.536912 47.339835),12,8,0,0,0,0
3,2014,68452519,POINT(8.558287 47.41249),0,0,1,1,0,0
71,2014,68602458,POINT(8.576987 47.357437),7,7,4,13,2,3
31,2014,68252502,POINT(8.531476 47.397455),3,13,2,4,2,0
34,2014,68662458,POINT(8.584928 47.357359),0,0,0,2,6,4
37,2014,68012485,POINT(8.499383 47.382463),2,2,14,3,1,0
71,2014,68392492,POINT(8.549831 47.388285),2,6,10,8,2,10
106,2014,67932499,POINT(8.489039 47.39515),18,1,0,2,0,0
41,2014,68062464,POINT(8.505626 47.363516),0,0,0,3,6,0
49,2014,68172475,POINT(8.520387 47.373273),1,2,18,6,1,0
3,2014,68142509,POINT(8.517034 47.403888),0,0,1,0,0,0
77,2014,68482510,POINT(8.562091 47.404358),0,2,25,15,0,0
114,2014,68262431,POINT(8.531491 47.33359),0,50,44,3,0,0
164,2014,68082469,POINT(8.508364 47.367988),10,85,14,6,0,0
112,2014,68472515,POINT(8.560861 47.408867),0,6,13,24,4,0
108,2014,68112469,POINT(8.512335 47.367951),1,5,5,24,16,4
96,2014,68182472,POINT(8.521656 47.370563),4,8,21,23,1,0
96,2014,68442477,POINT(8.55617 47.374731),45,5,7,1,8,9
84,2014,68432470,POINT(8.554714 47.368449),5,7,17,24,11,1
67,2014,68062496,POINT(8.506202 47.392295),0,17,18,5,1,0
19,2014,68532481,POINT(8.568161 47.378213),0,1,2,1,5,1
178,2014,68172488,POINT(8.520624 47.384964),0,0,23,46,0,0
160,2014,68212434,POINT(8.524931 47.33635),0,1,32,20,14,0
12,2014,68522443,POINT(8.566114 47.344051),0,0,2,0,4,1
3,2014,68642443,POINT(8.581992 47.343895),1,0,0,1,0,0
59,2014,68472464,POINT(8.559896 47.363002),8,2,9,8,4,7
28,2014,68562440,POINT(8.57135 47.341301),0,2,1,2,9,3
181,2014,68212458,POINT(8.525371 47.357934),24,15,26,24,14,3
142,2014,67902500,POINT(8.485083 47.396086),0,16,12,16,0,8
121,2014,68262464,POINT(8.532099 47.363268),7,24,34,13,1,1
14,2014,67882474,POINT(8.481976 47.372727),0,3,3,1,1,1
62,2014,68062501,POINT(8.506292 47.396791),12,13,7,7,3,2
74,2014,68482517,POINT(8.562224 47.410653),0,17,8,17,2,0
55,2014,68492511,POINT(8.563435 47.405244),11,4,10,9,0,0
31,2014,68402458,POINT(8.550518 47.357695),0,3,9,5,0,3
22,2014,68502482,POINT(8.564208 47.379151),0,1,2,4,0,7
34,2014,67992480,POINT(8.496646 47.37799),0,0,10,5,0,0
8,2014,68522439,POINT(8.566038 47.340454),0,0,0,0,0,3
3,2014,68442524,POINT(8.557057 47.417),0,1,0,1,0,0
3,2014,68152517,POINT(8.518504 47.41107),0,1,0,0,0,0
84,2014,68362494,POINT(8.545896 47.390122),1,3,2,7,10,9
110,2014,68352483,POINT(8.544366 47.380242),1,19,18,22,8,5
21,2014,68102497,POINT(8.511518 47.393145),0,4,5,3,0,0
93,2014,68442471,POINT(8.556057 47.369335),16,17,20,7,4,0
19,2014,68472480,POINT(8.560198 47.377391),0,0,0,1,0,5
12,2014,68392467,POINT(8.549363 47.365802),0,6,0,1,2,0
37,2014,68722466,POINT(8.593025 47.364474),0,0,0,2,8,7
114,2014,68172461,POINT(8.520131 47.360682),0,9,27,15,3,0
60,2014,67962480,POINT(8.492674 47.378027),3,10,20,0,4,0
28,2014,68332512,POINT(8.542258 47.406348),0,0,0,2,3,5
33,2014,68302508,POINT(8.53821 47.402789),7,4,9,4,2,0
38,2014,68752503,POINT(8.59772 47.397709),8,0,0,0,8,0
53,2014,67872475,POINT(8.48067 47.373638),1,8,6,7,6,1
137,2014,68122469,POINT(8.513659 47.367939),3,13,30,30,5,0
123,2014,68082452,POINT(8.508057 47.352699),24,13,15,16,7,0
61,2014,68652503,POINT(8.584475 47.397842),15,10,6,6,2,0
28,2014,68262503,POINT(8.532819 47.398342),8,8,8,0,0,0
43,2014,68422454,POINT(8.553089 47.354072),0,2,15,14,0,1
7,2014,68712484,POINT(8.592052 47.380675),0,0,0,0,0,1
55,2014,68592447,POINT(8.575453 47.347557),3,4,12,5,7,4
17,2014,68572438,POINT(8.572634 47.339489),1,0,2,2,3,4
12,2014,67972487,POINT(8.494123 47.38431),2,5,2,0,0,0
35,2014,68642456,POINT(8.582243 47.355586),0,0,3,6,1,6
93,2014,68002483,POINT(8.498024 47.380676),0,7,12,20,3,3
119,2014,67872500,POINT(8.481109 47.396122),7,21,23,0,0,0
57,2014,68072499,POINT(8.507581 47.39498),0,14,3,15,0,1
75,2014,68302525,POINT(8.538525 47.418077),0,3,22,7,2,2
110,2014,68402465,POINT(8.550649 47.36399),54,31,22,10,4,0
204,2014,68032480,POINT(8.501942 47.377942),1,26,56,16,1,0
50,2014,67872478,POINT(8.480722 47.376336),2,0,5,10,6,1
78,2014,68292525,POINT(8.5372 47.41809),2,2,8,18,5,0
43,2014,68042484,POINT(8.503338 47.381527),0,11,13,0,0,0
166,2014,68212457,POINT(8.525353 47.357035),23,25,26,24,5,4
151,2014,68372518,POINT(8.547669 47.411693),4,16,42,28,6,0
69,2014,68232491,POINT(8.528625 47.387588),4,24,12,4,0,1
175,2014,68342474,POINT(8.542875 47.372161),53,44,26,7,1,4
6,2014,68562521,POINT(8.572899 47.414147),0,0,0,2,0,0
14,2014,68042488,POINT(8.50341 47.385124),1,2,3,2,0,0
28,2014,67902506,POINT(8.485189 47.401482),0,1,0,8,0,0
56,2014,68462488,POINT(8.559025 47.384598),0,4,18,8,3,2
111,2014,68052474,POINT(8.504482 47.372521),0,20,34,12,0,0
3,2014,68522510,POINT(8.56739 47.404306),0,1,1,1,0,0
68,2014,68102452,POINT(8.510704 47.352674),10,29,10,0,0,0
3,2014,68412523,POINT(8.553063 47.416139),0,0,0,1,0,0
106,2014,68302529,POINT(8.5386 47.421674),6,14,4,20,4,1
31,2014,68232434,POINT(8.527577 47.336325),0,12,10,0,0,0
3,2014,68682500,POINT(8.58839 47.395104),0,0,0,0,0,1
139,2014,68392461,POINT(8.54925 47.360406),8,19,30,21,7,8
183,2014,68392464,POINT(8.549306 47.363104),9,40,70,10,6,1
62,2014,67912474,POINT(8.485948 47.372691),2,7,20,7,2,0
162,2014,68182500,POINT(8.522168 47.395744),17,42,54,8,4,0
4,2014,68432506,POINT(8.555392 47.400825),0,0,0,0,1,0
154,2014,67882487,POINT(8.482205 47.384418),15,25,25,20,2,0
20,2014,68222447,POINT(8.526493 47.348029),1,0,4,3,2,0
42,2014,68602441,POINT(8.576661 47.342148),1,2,8,8,4,2
9,2014,68432461,POINT(8.554545 47.360355),0,0,0,1,0,3
52,2014,68332520,POINT(8.542407 47.413543),0,0,14,12,0,1
166,2014,67922485,POINT(8.487466 47.382572),0,0,64,18,0,0
16,2014,68372462,POINT(8.546622 47.361331),0,4,1,3,2,0
207,2014,68612514,POINT(8.579389 47.407786),0,17,52,10,0,0
8,2014,68362478,POINT(8.545597 47.375733),0,0,1,0,0,0
131,2014,67972508,POINT(8.494497 47.403196),1,11,32,16,5,0
